estado,municipio,municipio_id
AP,MAZAGAO,6076.0
AP,PEDRA BRANCA DO AMAPARI,6084.0
AP,OIAPOQUE,6092.0
AP,SERRA DO NAVIO,6106.0
AP,FERREIRA GOMES,6114.0
AP,VITORIA DO JARI,6122.0
AP,LARANJAL DO JARI,6130.0
AP,SANTANA,6157.0
AP,TARTARUGALZINHO,6173.0
MA,AGUA DOCE DO MARANHAO,7005.0
MA,AFONSO CUNHA,7013.0
MA,ALTO ALEGRE DO MARANHAO,7021.0
MA,ALCANTARA,7030.0
MA,ALTO ALEGRE DO PINDARE,7048.0
MA,ALDEIAS ALTAS,7056.0
MA,APICUM-ACU,7064.0
MA,ALTAMIRA DO MARANHAO,7072.0
MA,AMAPA DO MARANHAO,7080.0
MA,ALTO PARNAIBA,7099.0
MA,ARAGUANA,7102.0
MA,AMARANTE DO MARANHAO,7110.0
MA,BACABEIRA,7129.0
MA,ANAJATUBA,7137.0
MA,BACURITUBA,7145.0
MA,ANAPURUS,7153.0
MA,BELAGUA,7161.0
MA,ARAIOSES,7170.0
MA,BELA VISTA DO MARANHAO,7188.0
MA,ARARI,7196.0
MA,BERNARDO DO MEARIM,7200.0
MA,AXIXA,7218.0
MA,CACHOEIRA GRANDE,7226.0
MA,BACABAL,7234.0
MA,DAVINOPOLIS,7242.0
MA,BACURI,7250.0
MA,BOM JESUS DAS SELVAS,7269.0
MA,BALSAS,7277.0
MA,BOM LUGAR,7285.0
MA,BARAO DE GRAJAU,7293.0
MA,BREJO DE AREIA,7307.0
MA,BARRA DO CORDA,7315.0
MA,BOA VISTA DO GURUPI,7323.0
MA,BARREIRINHAS,7331.0
MA,BURITICUPU,7340.0
MA,BENEDITO LEITE,7358.0
MA,BURITIRANA,7366.0
MA,BEQUIMAO,7374.0
MA,CAMPESTRE DO MARANHAO,7382.0
MA,BREJO,7390.0
MA,CAPINZAL DO NORTE,7404.0
MA,BURITI,7412.0
MA,CENTRAL DO MARANHAO,7420.0
MA,BURITI BRAVO,7439.0
MA,CENTRO DO GUILHERME,7447.0
MA,CAJAPIO,7455.0
MA,CENTRO NOVO DO MARANHAO,7463.0
MA,CAJARI,7471.0
MA,CIDELANDIA,7480.0
MA,CANDIDO MENDES,7498.0
MA,CONCEICAO DO LAGO-ACU,7501.0
MA,CANTANHEDE,7510.0
MA,FEIRA NOVA DO MARANHAO,7528.0
MA,CAROLINA,7536.0
MA,FERNANDO FALCAO,7544.0
MA,CARUTAPERA,7552.0
MA,FORMOSA DA SERRA NEGRA,7560.0
MA,CAXIAS,7579.0
MA,CEDRAL,7595.0
MA,GOVERNADOR EDISON LOBAO,7609.0
MA,CHAPADINHA,7617.0
MA,GOVERNADOR LUIZ ROCHA,7625.0
MA,CODO,7633.0
MA,GOVERNADOR NEWTON BELLO,7641.0
MA,COELHO NETO,7650.0
MA,GOVERNADOR NUNES FREIRE,7668.0
MA,COLINAS,7676.0
MA,IGARAPE DO MEIO,7684.0
MA,COROATA,7692.0
MA,ITAIPAVA DO GRAJAU,7706.0
MA,CURURUPU,7714.0
MA,ITINGA DO MARANHAO,7722.0
MA,DOM PEDRO,7730.0
MA,JATOBA,7749.0
MA,DUQUE BACELAR,7757.0
MA,JENIPAPO DOS VIEIRAS,7765.0
MA,ESPERANTINOPOLIS,7773.0
MA,JUNCO DO MARANHAO,7781.0
MA,FORTALEZA DOS NOGUEIRAS,7790.0
MA,LAGO DOS RODRIGUES,7803.0
MA,FORTUNA,7811.0
MA,LAGOA DO MATO,7820.0
MA,GODOFREDO VIANA,7838.0
MA,LAGOA GRANDE DO MARANHAO,7846.0
MA,GONCALVES DIAS,7854.0
MA,LAJEADO NOVO,7862.0
MA,GOVERNADOR ARCHER,7870.0
MA,MARACACUME,7889.0
MA,GOVERNADOR EUGENIO BARROS,7897.0
MA,MARAJA DO SENA,7900.0
MA,GRACA ARANHA,7919.0
MA,MARANHAOZINHO,7927.0
MA,GRAJAU,7935.0
MA,MATOES DO NORTE,7943.0
MA,GUIMARAES,7951.0
MA,MILAGRES DO MARANHAO,7960.0
MA,HUMBERTO DE CAMPOS,7978.0
MA,NOVA COLINAS,7986.0
MA,ICATU,7994.0
MA,NOVA OLINDA DO MARANHAO,8001.0
MA,IGARAPE GRANDE,8010.0
MA,OLINDA NOVA DO MARANHAO,8028.0
MA,IMPERATRIZ,8036.0
MA,PAULINO NEVES,8044.0
MA,SAO LUIS GONZAGA DO MARANHAO,8052.0
MA,PEDRO DO ROSARIO,8060.0
MA,ITAPECURU MIRIM,8079.0
MA,PERITORO,8087.0
MA,JOAO LISBOA,8095.0
MA,PORTO RICO DO MARANHAO,8109.0
MA,JOSELANDIA,8117.0
MA,PRESIDENTE MEDICI,8125.0
MA,LAGO DA PEDRA,8133.0
MA,PRESIDENTE SARNEY,8141.0
MA,LAGO DO JUNCO,8150.0
MA,RAPOSA,8168.0
MA,LAGO VERDE,8176.0
MA,RIBAMAR FIQUENE,8184.0
MA,LIMA CAMPOS,8192.0
MA,SANTA FILOMENA DO MARANHAO,8206.0
MA,LORETO,8214.0
MA,SANTANA DO MARANHAO,8222.0
MA,LUIS DOMINGUES,8230.0
MA,SANTO AMARO DO MARANHAO,8249.0
MA,MAGALHAES DE ALMEIDA,8257.0
MA,SAO DOMINGOS DO AZEITAO,8265.0
MA,MATA ROMA,8273.0
MA,SAO FRANCISCO DO BREJAO,8281.0
MA,MATINHA,8290.0
MA,SAO JOAO DO CARU,8303.0
MA,MATOES,8311.0
MA,SAO JOAO DO PARAISO,8320.0
MA,MIRADOR,8338.0
MA,SAO JOAO DO SOTER,8346.0
MA,MIRINZAL,8354.0
MA,SAO JOSE DOS BASILIOS,8362.0
MA,MONCAO,8370.0
MA,SAO PEDRO DA AGUA BRANCA,8389.0
MA,MONTES ALTOS,8397.0
MA,SAO PEDRO DOS CRENTES,8400.0
MA,MORROS,8419.0
MA,SAO RAIMUNDO DO DOCA BEZERRA,8427.0
MA,NINA RODRIGUES,8435.0
MA,SAO ROBERTO,8443.0
MA,NOVA IORQUE,8451.0
MA,SATUBINHA,8460.0
MA,OLHO D AGUA DAS CUNHAS,8478.0
MA,SENADOR ALEXANDRE COSTA,8486.0
MA,PACO DO LUMIAR,8494.0
MA,SENADOR LA ROCQUE,8508.0
MA,PALMEIRANDIA,8516.0
MA,SERRANO DO MARANHAO,8524.0
MA,PARAIBANO,8532.0
MA,SUCUPIRA DO RIACHAO,8540.0
MA,PARNARAMA,8559.0
MA,TRIZIDELA DO VALE,8567.0
MA,PASSAGEM FRANCA,8575.0
MA,TUFILANDIA,8583.0
MA,PASTOS BONS,8591.0
MA,TURILANDIA,8605.0
MA,PEDREIRAS,8613.0
MA,VILA NOVA DOS MARTIRIOS,8621.0
MA,PENALVA,8630.0
MA,PERI MIRIM,8656.0
MA,PINDARE-MIRIM,8672.0
MA,PINHEIRO,8699.0
MA,PIO XII,8710.0
MA,PIRAPEMAS,8737.0
MA,POCAO DE PEDRAS,8753.0
MA,PORTO FRANCO,8770.0
MA,PRESIDENTE DUTRA,8796.0
MA,PRESIDENTE JUSCELINO,8818.0
MA,PRESIDENTE VARGAS,8834.0
MA,PRIMEIRA CRUZ,8850.0
MA,RIACHAO,8877.0
MA,SAO JOSE DE RIBAMAR,8893.0
MA,ROSARIO,8915.0
MA,SAMBAIBA,8931.0
MA,SANTA HELENA,8958.0
MA,SANTA LUZIA,8974.0
MA,SANTA QUITERIA DO MARANHAO,8990.0
MA,SANTA RITA,9016.0
MA,SANTO ANTONIO DOS LOPES,9032.0
MA,SAO BENEDITO DO RIO PRETO,9059.0
MA,SAO BENTO,9075.0
MA,SAO BERNARDO,9091.0
MA,SAO DOMINGOS DO MARANHAO,9113.0
MA,SAO FELIX DE BALSAS,9130.0
MA,SAO FRANCISCO DO MARANHAO,9156.0
MA,SAO JOAO BATISTA,9172.0
MA,SAO JOAO DOS PATOS,9199.0
MA,SAO LUIS,9210.0
MA,SAO MATEUS DO MARANHAO,9237.0
MA,SAO RAIMUNDO DAS MANGABEIRAS,9253.0
MA,SAO VICENTE FERRER,9270.0
MA,SITIO NOVO,9296.0
MA,SUCUPIRA DO NORTE,9318.0
MA,TASSO FRAGOSO,9334.0
MA,TIMBIRAS,9350.0
MA,TIMON,9377.0
MA,TUNTUM,9393.0
MA,TURIACU,9415.0
MA,TUTOIA,9431.0
MA,URBANO SANTOS,9458.0
MA,VARGEM GRANDE,9474.0
MA,VIANA,9490.0
MA,VITORIA DO MEARIM,9512.0
MA,VITORINO FREIRE,9539.0
MA,BOM JARDIM,9555.0
MA,SANTA INES,9571.0
MA,PAULO RAMOS,9598.0
MA,ACAILANDIA,9610.0
MA,ESTREITO,9636.0
MA,SANTA LUZIA DO PARUA,9652.0
MA,ARAME,9679.0
MA,MIRANDA DO NORTE,9695.0
MA,ZE DOCA,9717.0
PI,BRASILEIRA,10006.0
PI,AGRICOLANDIA,10014.0
PI,ALEGRETE DO PIAUI,10022.0
PI,AGUA BRANCA,10030.0
PI,BAIXA GRANDE DO RIBEIRO,10049.0
PI,ALTO LONGA,10057.0
PI,BOM PRINCIPIO DO PIAUI,10065.0
PI,ALTOS,10073.0
PI,BONFIM DO PIAUI,10081.0
PI,AMARANTE,10090.0
PI,BURITI DOS MONTES,10103.0
PI,ANGICAL DO PIAUI,10111.0
PI,CABECEIRAS DO PIAUI,10120.0
PI,ANISIO DE ABREU,10138.0
PI,CALDEIRAO GRANDE DO PIAUI,10146.0
PI,ANTONIO ALMEIDA,10154.0
PI,CANAVIEIRA,10162.0
PI,AROAZES,10170.0
PI,COIVARAS,10189.0
PI,ARRAIAL,10197.0
PI,COLONIA DO GURGUEIA,10200.0
PI,AVELINO LOPES,10219.0
PI,COLONIA DO PIAUI,10227.0
PI,BARRAS,10235.0
PI,CORONEL JOSE DIAS,10243.0
PI,BARREIRAS DO PIAUI,10251.0
PI,FARTURA DO PIAUI,10260.0
PI,BARRO DURO,10278.0
PI,JACOBINA DO PIAUI,10286.0
PI,BATALHA,10294.0
PI,JARDIM DO MULATO,10308.0
PI,BENEDITINOS,10316.0
PI,LAGOA ALEGRE,10324.0
PI,BERTOLINIA,10332.0
PI,LAGOA DO BARRO DO PIAUI,10340.0
PI,BOCAINA,10359.0
PI,MARCOLANDIA,10367.0
PI,BOM JESUS,10375.0
PI,PATOS DO PIAUI,10383.0
PI,BURITI DOS LOPES,10391.0
PI,PASSAGEM FRANCA DO PIAUI,10405.0
PI,CAMPINAS DO PIAUI,10413.0
PI,QUEIMADA NOVA,10421.0
PI,CAMPO MAIOR,10430.0
PI,SANTA CRUZ DOS MILAGRES,10448.0
PI,CANTO DO BURITI,10456.0
PI,SANTA ROSA DO PIAUI,10464.0
PI,CAPITAO DE CAMPOS,10472.0
PI,SANTANA DO PIAUI,10480.0
PI,CARACOL,10499.0
PI,SAO BRAZ DO PIAUI,10502.0
PI,CASTELO DO PIAUI,10510.0
PI,SAO JOSE DO DIVINO,10529.0
PI,COCAL,10537.0
PI,SIGEFREDO PACHECO,10545.0
PI,CONCEICAO DO CANINDE,10553.0
PI,SAO LOURENCO DO PIAUI,10561.0
PI,CORRENTE,10570.0
PI,VARZEA BRANCA,10588.0
PI,CRISTALANDIA DO PIAUI,10596.0
PI,BARRA DALCANTARA,10600.0
PI,CRISTINO CASTRO,10618.0
PI,BELA VISTA DO PIAUI,10626.0
PI,CURIMATA,10634.0
PI,BREJO DO PIAUI,10642.0
PI,DEMERVAL LOBAO,10650.0
PI,BOA HORA,10669.0
PI,DOM EXPEDITO LOPES,10677.0
PI,DOM INOCENCIO,10685.0
PI,ELESBAO VELOSO,10693.0
PI,CAPITAO GERVASIO OLIVEIRA,10707.0
PI,ELISEU MARTINS,10715.0
PI,CAMPO GRANDE DO PIAUI,10723.0
PI,ESPERANTINA,10731.0
PI,CAMPO LARGO DO PIAUI,10740.0
PI,FLORES DO PIAUI,10758.0
PI,CURRAIS,10766.0
PI,FLORIANO,10774.0
PI,GEMINIANO,10782.0
PI,FRANCINOPOLIS,10790.0
PI,GUARIBAS,10804.0
PI,FRANCISCO AYRES,10812.0
PI,ILHA GRANDE,10820.0
PI,FRANCISCO SANTOS,10839.0
PI,JUREMA,10847.0
PI,FRONTEIRAS,10855.0
PI,LAGOA DE SAO FRANCISCO,10863.0
PI,GILBUES,10871.0
PI,MORRO CABECA NO TEMPO,10880.0
PI,GUADALUPE,10898.0
PI,NOVO SANTO ANTONIO,10901.0
PI,HUGO NAPOLEAO,10910.0
PI,NOSSA SENHORA DE NAZARE,10928.0
PI,INHUMA,10936.0
PI,PAQUETA,10944.0
PI,IPIRANGA DO PIAUI,10952.0
PI,NOVA SANTA RITA,10960.0
PI,ISAIAS COELHO,10979.0
PI,SAO JOAO DO ARRAIAL,10987.0
PI,ITAINOPOLIS,10995.0
PI,ITAUEIRA,11010.0
PI,JAICOS,11037.0
PI,JERUMENHA,11053.0
PI,JOAQUIM PIRES,11070.0
PI,SAO JOAO DA CANABRAVA,11088.0
PI,JOSE DE FREITAS,11096.0
ZZ,ALEMANHA,11100.0
PI,LANDRI SALES,11118.0
ZZ,ARABIA SAUDITA,11126.0
PI,LUIS CORREIA,11134.0
ZZ,ARGENTINA,11142.0
PI,LUZILANDIA,11150.0
ZZ,CHILE,11169.0
PI,MANOEL EMIDIO,11177.0
ZZ,COLOMBIA,11185.0
PI,MARCOS PARENTE,11193.0
ZZ,COREIA,11207.0
PI,MATIAS OLIMPIO,11215.0
ZZ,EQUADOR,11223.0
PI,MIGUEL ALVES,11231.0
ZZ,ESPANHA,11240.0
PI,MIGUEL LEAO,11258.0
ZZ,ESTADOS UNIDOS,11266.0
PI,MONSENHOR GIL,11274.0
ZZ,FRANCA,11282.0
PI,MONSENHOR HIPOLITO,11290.0
ZZ,GUIANA,11304.0
PI,MONTE ALEGRE DO PIAUI,11312.0
ZZ,GUIANA FRANCESA,11320.0
PI,NAZARE DO PIAUI,11339.0
ZZ,ISRAEL,11347.0
PI,NOSSA SENHORA DOS REMEDIOS,11355.0
ZZ,ITALIA,11363.0
PI,NOVO ORIENTE DO PIAUI,11371.0
ZZ,JAPAO,11380.0
PI,OEIRAS,11398.0
ZZ,LIBANO,11401.0
PI,DOMINGOS MOURAO,11410.0
ZZ,MEXICO,11428.0
PI,PADRE MARCOS,11436.0
ZZ,PARAGUAI,11444.0
PI,PAES LANDIM,11452.0
ZZ,PERU,11460.0
PI,PALMEIRA DO PIAUI,11479.0
ZZ,POLONIA,11487.0
PI,PALMEIRAIS,11495.0
ZZ,PORTUGAL,11509.0
PI,PARNAGUA,11517.0
ZZ,SUICA,11525.0
PI,PARNAIBA,11533.0
ZZ,SURINAME,11541.0
PI,PAULISTANA,11550.0
ZZ,URUGUAI,11568.0
PI,PEDRO II,11576.0
ZZ,VENEZUELA,11584.0
PI,PICOS,11592.0
PI,PIMENTEIRAS,11614.0
PI,PIO IX,11630.0
PI,PIRACURUCA,11657.0
PI,PIRIPIRI,11673.0
PI,PORTO,11690.0
PI,PRATA DO PIAUI,11711.0
PI,REDENCAO DO GURGUEIA,11738.0
PI,REGENERACAO,11754.0
PI,RIBEIRO GONCALVES,11770.0
PI,RIO GRANDE DO PIAUI,11797.0
ZZ,BOLIVIA,11800.0
PI,SANTA CRUZ DO PIAUI,11819.0
ZZ,GRECIA,11827.0
PI,SANTA FILOMENA,11835.0
PI,SANTA LUZ,11851.0
PI,SANTO ANTONIO DE LISBOA,11878.0
PI,SANTO INACIO DO PIAUI,11894.0
PI,SAO FELIX DO PIAUI,11916.0
PI,SAO FRANCISCO DO PIAUI,11932.0
PI,SAO GONCALO DO PIAUI,11959.0
PI,SAO JOAO DA SERRA,11975.0
PI,SAO JOAO DO PIAUI,11991.0
PI,SAO JOAO DA FRONTEIRA,12009.0
PI,SAO JOSE DO PEIXE,12017.0
PI,SAO JOAO DA VARJOTA,12025.0
PI,SAO JOSE DO PIAUI,12033.0
PI,SEBASTIAO BARROS,12041.0
PI,SAO JULIAO,12050.0
PI,SEBASTIAO LEAL,12068.0
PI,SAO MIGUEL DO TAPUIO,12076.0
PI,ALVORADA DO GURGUEIA,12084.0
PI,SAO PEDRO DO PIAUI,12092.0
PI,ASSUNCAO DO PIAUI,12106.0
PI,SAO RAIMUNDO NONATO,12114.0
PI,BETANIA DO PIAUI,12122.0
PI,SIMOES,12130.0
PI,BOQUEIRAO DO PIAUI,12149.0
PI,SIMPLICIO MENDES,12157.0
PI,CARIDADE DO PIAUI,12165.0
PI,SOCORRO DO PIAUI,12173.0
PI,CURRAL NOVO DO PIAUI,12181.0
PI,TERESINA,12190.0
PI,JULIO BORGES,12203.0
PI,UNIAO,12211.0
PI,LAGOA DO SITIO,12220.0
PI,URUCUI,12238.0
PI,MILTON BRANDAO,12246.0
PI,VALENCA DO PIAUI,12254.0
PI,PAJEU DO PIAUI,12262.0
PI,VARZEA GRANDE,12270.0
PI,PAVUSSU,12289.0
PI,DIRCEU ARCOVERDE,12297.0
PI,RIACHO FRIO,12300.0
PI,ALAGOINHA DO PIAUI,12319.0
PI,ACAUA,12327.0
PI,BELEM DO PIAUI,12335.0
PI,CAJAZEIRAS DO PIAUI,12343.0
PI,CAMPO ALEGRE DO FIDALGO,12351.0
PI,COCAL DE TELHA,12360.0
